Laser Mapping Single Run, Preprocess (Standard), 
0.017601,0.017313,
0.014944,0.014656,
0.306086,0.304934,
0.279877,0.278597,
0.029793,0.027424,
0.016256,0.015904,
0.015936,0.015616,
0.291333,0.290341,
0.018144,0.017664,
0.016192,0.015904,
0.01488,0.01456,
0.264005,0.262661,
0.26202,0.261188,
0.024256,0.022912,
0.016193,0.015873,
0.015552,0.015232,
0.016865,0.016545,
0.016224,0.015872,
0.01552,0.014944,
0.017857,0.017281,
0.014816,0.014496,
2.26583,2.26206,
2.80488,2.79983,
0.039137,0.035137,
0.016673,0.016385,
0.433384,0.432232,
0.298629,0.297253,
0.018272,0.017696,
0.315014,0.313798,
0.024864,0.023776,
0.407976,0.406664,
0.262725,0.261573,
0.017921,0.017473,
0.267525,0.266757,
0.023585,0.022177,
0.01632,0.016032,
0.371751,0.370887,
0.018817,0.018369,
2.7789,2.77487,
1.87847,1.87392,
0.034657,0.032545,
0.316262,0.314598,
0.020096,0.019456,
2.24942,2.24606,
2.75999,2.75487,
2.76415,2.7574,
0.040513,0.036225,
2.72997,2.72539,
1.92775,1.9225,
1.95888,1.95434,
0.034177,0.030721,
0.308454,0.30711,
0.017665,0.017025,
0.340934,0.338182,
0.268005,0.266437,
0.026784,0.025152,
0.017536,0.017216,
0.016384,0.016128,
2.22398,2.22007,
2.7477,2.74335,
0.036576,0.033056,
0.407752,0.40644,
0.021472,0.020928,
0.018337,0.017857,
0.015264,0.014944,
0.018177,0.017857,
0.016672,0.016384,
0.015712,0.015392,
0.024352,0.024064,
0.397672,0.396232,
0.273605,0.272325,
0.290661,0.288421,
0.020097,0.019681,
0.372999,0.370887,
0.022336,0.021664,
2.75106,2.74837,
0.037217,0.033249,
0.31367,0.312294,
0.017857,0.017409,
0.017472,0.017184,
0.288614,0.287654,
0.017856,0.017472,
2.21924,2.21572,
2.75036,2.74578,
0.037152,0.032864,
0.442856,0.44148,
0.020641,0.020161,
2.74312,2.73935,
2.72626,2.72072,
1.89652,1.89034,
0.034785,0.031969,
1.87591,1.87203,
0.327942,0.32455,
0.021377,0.020353,
2.26142,2.25803,
0.037121,0.033089,
0.015264,0.014976,
2.76527,2.76165,
0.037921,0.034081,
0.417576,0.416264,
0.019457,0.018977,
2.76261,2.75829,
0.033057,0.030017,
0.311238,0.309702,
0.020256,0.019744,
1.90631,1.90314,
0.033761,0.032001,
0.31687,0.31527,
2.29076,2.28747,
0.035969,0.032129,
0.311078,0.310182,
0.018817,0.018433,
0.017056,0.016672,
0.283366,0.282406,
0.016704,0.016352,
0.015488,0.014944,
0.293061,0.292421,
0.023617,0.022305,
0.304902,0.304197,
0.017472,0.017088,
0.017536,0.017184,
0.015104,0.014816,
0.015264,0.014976,
0.014753,0.014497,
0.295781,0.295141,
0.372743,0.370918,
0.027265,0.025376,
0.01536,0.015072,
0.279973,0.279301,
0.016961,0.016513,
0.317222,0.315686,
0.018944,0.018368,
0.019681,0.019233,
0.349382,0.34839,
0.0256,0.023872,
0.015073,0.014721,
0.277637,0.276421,
0.017984,0.017536,
0.015169,0.014785,
0.016992,0.016384,
0.014784,0.014368,
0.015105,0.014721,
0.015296,0.014752,
0.317574,0.316422,
0.017473,0.016961,
0.309926,0.308966,
0.361319,0.359175,
0.021568,0.020832,
0.31959,0.317702,
0.017985,0.017505,
0.017536,0.01712,
0.304358,0.303526,
0.023713,0.022529,
0.016672,0.016352,
0.336743,0.335431,
0.020192,0.019456,
0.016673,0.016385,
0.01456,0.014176,
0.30295,0.301542,
2.7813,2.77836,
0.035201,0.032577,
0.015296,0.014944,
0.015009,0.014721,
0.429768,0.428392,
0.368807,0.366599,
0.019392,0.019008,
0.273957,0.273029,
0.020385,0.019361,
0.015936,0.015552,
0.015296,0.015008,
0.355175,0.353927,
0.018369,0.017665,
0.016416,0.016064,
0.261349,0.260133,
0.016096,0.015776,
0.015041,0.014689,
0.015072,0.014752,
0.015073,0.014753,
0.01472,0.0144,
0.354951,0.354151,
0.378311,0.376743,
2.77669,2.77317,
0.03168,0.029376,
0.016544,0.016192,
0.304646,0.303878,
0.019552,0.019168,
0.307365,0.306405,
0.019137,0.018529,
0.055009,0.053889,
0.277861,0.276709,
0.025088,0.023424,
0.015425,0.015137,
0.014784,0.014464,
0.284773,0.283973,
0.258564,0.257636,
0.017248,0.016576,
0.01456,0.01424,
0.017473,0.017153,
0.015424,0.01504,
0.016353,0.016033,
0.015296,0.01488,
0.279557,0.278629,
0.288262,0.286118,
0.257093,0.255717,
0.019168,0.01872,
0.014913,0.014497,
0.015584,0.015264,
2.33576,2.33284,
1.9466,1.94244,
0.032577,0.030209,
0.306054,0.30455,
0.0168,0.015872,
0.265765,0.264644,
0.017312,0.01696,
0.014944,0.014656,
0.01584,0.01552,
0.262661,0.261733,
0.02784,0.025216,
0.309125,0.307749,
0.016289,0.015713,
0.017152,0.016736,
0.017473,0.016929,
0.014528,0.01424,
0.01424,0.01392,
0.280997,0.279045,
2.26295,2.25963,
0.392744,0.388136,
0.023904,0.023136,
0.018592,0.018272,
0.380391,0.379047,
0.017184,0.016672,
0.274117,0.273029,
0.024224,0.02272,
0.015713,0.015425,
0.015104,0.014816,
0.425704,0.424264,
0.27591,0.27463,
0.01728,0.016928,
0.018177,0.017889,
2.79029,2.78661,
0.035393,0.032577,
0.42436,0.42292,
0.019168,0.018592,
0.016673,0.016097,
0.01472,0.014432,
0.01632,0.016064,
0.016192,0.015904,
0.281541,0.280133,
0.300326,0.29943,
0.024736,0.023264,
0.371751,0.370599,
0.016801,0.016193,
0.015744,0.015392,
0.262981,0.262117,
0.015649,0.015329,
0.014848,0.01456,
0.349543,0.348647,
0.021696,0.020448,
2.7942,2.79045,
1.91274,1.90775,
0.033377,0.030625,
0.307782,0.306182,
0.017216,0.016576,
2.27105,2.26689,
0.038241,0.034145,
2.74453,2.74101,
0.035617,0.032801,
0.015457,0.015105,
0.015008,0.01472,
0.017664,0.017344,
0.014593,0.014273,
0.403335,0.401895,
0.34087,0.339558,
0.019937,0.019425,
0.258597,0.257925,
0.023232,0.022208,
0.330086,0.328742,
0.020001,0.019553,
0.014944,0.014656,
0.308934,0.307846,
0.018945,0.018497,
0.296133,0.295173,
0.026881,0.025057,
0.016896,0.01632,
0.018945,0.018625,
0.024128,0.016064,
0.016224,0.015872,
0.374887,0.373799,
0.343527,0.342151,
2.75285,2.74997,
1.89978,1.89552,
1.86554,1.86032,
1.90349,1.89895,
0.033729,0.031041,
0.305318,0.303878,
0.020096,0.01968,
0.015041,0.014721,
0.281637,0.280517,
0.016865,0.016385,
0.018368,0.01808,
0.306086,0.305478,
0.030881,0.029153,
0.017824,0.017504,
0.28375,0.283046,
0.015872,0.015424,
0.015969,0.015361,
0.01456,0.014272,
2.25076,2.24737,
2.72008,2.71452,
0.041729,0.037857,
0.015648,0.015104,
0.017761,0.017505,
0.014656,0.0144,
0.016257,0.015681,
2.75896,2.75375,
1.88586,1.88051,
1.90269,1.89818,
1.88595,1.88151,
0.036416,0.0328,
0.017537,0.016673,
1.88282,1.87981,
0.320998,0.317734,
0.020321,0.019745,
1.84864,1.84535,
0.033025,0.030625,
0.308134,0.306534,
0.01696,0.016544,
1.89821,1.89485,
0.314949,0.312453,
0.283333,0.282085,
0.303206,0.30199,
0.319462,0.316678,
0.292741,0.291685,
0.018465,0.017985,
0.264037,0.263205,
0.023648,0.022528,
0.015392,0.014976,
0.303846,0.303078,
0.018304,0.01792,
0.015105,0.014849,
0.015648,0.01536,
0.016032,0.015712,
0.264293,0.263269,
0.0176,0.017088,
0.015488,0.015104,
0.262149,0.261413,
0.021632,0.020608,
2.29867,2.29534,
0.033057,0.030753,
0.308454,0.306918,
0.018976,0.01856,
0.015105,0.014753,
0.263269,0.261893,
0.022336,0.02176,
0.015104,0.014784,
0.263525,0.262533,
0.022401,0.021152,
0.014336,0.014016,
0.015712,0.015392,
0.015777,0.015425,
0.318054,0.315942,
0.309254,0.307718,
0.01712,0.01664,
0.015072,0.014816,
0.014528,0.01424,
0.014977,0.014657,
0.261189,0.260261,
0.0216,0.020128,
0.304614,0.30391,
2.26881,2.26558,
2.80588,2.80133,
0.040417,0.036161,
0.413352,0.411624,
0.022209,0.021729,
2.81593,2.8118,
1.93104,1.92605,
0.033345,0.030785,
0.018464,0.01808,
0.014401,0.014081,
0.016064,0.015776,
0.317638,0.31671,
0.018081,0.017569,
0.01632,0.015968,
0.015808,0.01552,
0.31143,0.309798,
0.017088,0.016352,
0.262405,0.261413,
0.023232,0.021664,
0.302086,0.301414,
0.019201,0.018881,
0.336422,0.333926,
0.023168,0.02256,
0.278853,0.278181,
0.025441,0.023201,
0.01648,0.015776,
0.296069,0.294821,
0.016289,0.015969,
2.2794,2.27591,
0.035808,0.033056,
0.390887,0.389255,
0.019457,0.018881,
0.017408,0.017088,
0.014784,0.014368,
0.371527,0.370343,
0.256837,0.256037,
0.022465,0.021281,
0.0192,0.018752,
0.016577,0.016225,
0.275365,0.274533,
0.017856,0.017248,
0.016225,0.015905,
0.015392,0.01504,
0.353767,0.352743,
0.312582,0.310598,
0.032321,0.030785,
0.029504,0.029088,
0.016544,0.016192,
0.015008,0.01472,
2.38558,2.38235,
0.044128,0.039904,
0.4626,0.46036,
0.019488,0.018848,
0.347111,0.345607,
0.01792,0.017472,
0.026817,0.026433,
0.354791,0.353735,
0.024193,0.022688,
0.0168,0.016448,
0.017121,0.016865,
0.015584,0.015264,
0.284902,0.283878,
0.363142,0.361638,
0.023776,0.023328,
0.277126,0.276037,
0.028673,0.026529,
0.017536,0.017216,
0.377095,0.375975,
0.021793,0.021345,
0.015808,0.015424,
0.016161,0.015777,
0.017856,0.017536,
0.017985,0.017441,
0.017312,0.016992,
2.76082,2.7572,
0.033248,0.031072,
0.01744,0.01712,
0.312614,0.311462,
0.017312,0.0168,
0.312133,0.310917,
0.276805,0.275845,
0.292038,0.290758,
0.018304,0.01776,
0.016064,0.015776,
0.272165,0.271237,
0.266149,0.265061,
0.028576,0.02656,
0.01776,0.016832,
0.01568,0.01536,
0.309541,0.308869,
0.020193,0.019905,
0.015616,0.015296,
0.266085,0.265221,
0.017216,0.016832,
2.25188,2.24958,
2.75778,2.75237,
0.034496,0.03152,
0.313414,0.312326,
0.019168,0.018752,
0.017185,0.016641,
0.264517,0.263493,
0.016864,0.01632,
0.015457,0.015137,
0.284805,0.284101,
0.023841,0.022081,
0.019328,0.01888,
0.015521,0.015233,
0.018208,0.017856,
0.015392,0.015072,
0.015392,0.015072,
0.015104,0.014848,
2.29073,2.28798,
0.420296,0.417064,
0.372167,0.370535,
0.284678,0.28375,
0.0256,0.024192,
0.318502,0.317446,
0.021249,0.020737,
0.015168,0.01488,
0.019041,0.018625,
0.267621,0.266949,
0.287301,0.286437,
0.022912,0.020928,
0.016737,0.016065,
2.80319,2.79935,
1.91271,1.90816,
0.034081,0.031425,
0.31943,0.318086,
0.021056,0.020352,
0.015936,0.015616,
0.276677,0.275717,
0.018145,0.017825,
0.016224,0.015488,
0.316518,0.315622,
0.026592,0.024896,
0.018689,0.018113,
0.018112,0.017568,
2.28232,2.27899,
0.4234,0.420136,
0.026336,0.02544,
0.31591,0.314918,
0.018049,0.017633,
0.015712,0.015392,
0.015969,0.015681,
0.01632,0.015712,
0.015648,0.015072,
0.015936,0.015584,
0.01584,0.015584,
0.015937,0.015649,
0.015744,0.015296,
0.015392,0.015104,
0.017088,0.0168,
0.022081,0.020961,
0.292005,0.291301,
0.363975,0.362631,
0.357927,0.356423,
0.284293,0.282885,
0.371431,0.370183,
0.271397,0.270437,
0.025345,0.024353,
0.016,0.015616,
0.330726,0.329766,
0.017728,0.017312,
0.016128,0.015808,
0.015585,0.015233,
0.015712,0.015424,
0.373031,0.371367,
0.280837,0.279909,
0.021377,0.020513,
0.410216,0.408552,
0.021344,0.020928,
0.018721,0.018401,
0.016608,0.01632,
